artist,album,release_date,track_name,track_number,duration_ms
Usher,Hard II Love,2016-09-16,No Limit (feat. Young Thug),3,228606
Usher,Hard II Love,2016-09-16,Bump,4,247245
Usher,Hard II Love,2016-09-16,Let Me,5,189687
Usher,Hard II Love,2016-09-16,Downtime,6,208552
Usher,Hard II Love,2016-09-16,Crash,7,211375
Usher,Hard II Love,2016-09-16,Make U A Believer,8,246811
Usher,Hard II Love,2016-09-16,Mind Of A Man,9,53915
Usher,Hard II Love,2016-09-16,FWM,10,194905
Usher,Hard II Love,2016-09-16,Rivals (feat. Future),11,229779
Usher,Hard II Love,2016-09-16,Tell Me,12,509415
Usher,Hard II Love,2016-09-16,Hard II Love,13,202937
Usher,Hard II Love,2016-09-16,Stronger,14,240484
Usher,Hard II Love,2016-09-16,"Champions (from the Motion Picture ""Hands Of Stone"")",15,317511
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Can't Stop Won't Stop,1,230820
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Scream,2,234693
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Climax,3,232905
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,I Care For U,4,247772
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Show Me,5,223124
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Lemme See (feat. Rick Ross),6,252825
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Twisted (feat. Pharrell),7,223477
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Dive,8,226570
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,What Happened To U,9,261515
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Looking 4 Myself (feat. Luke Steele),10,251778
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Numb,11,225523
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Lessons For The Lover,12,307339
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Sins Of My Father,13,236475
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Euphoria,14,260448
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,I.F.U.,15,242276
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Say The Words,16,241000
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,2nd Round,17,201950
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Hot Thing (feat. A$AP Rocky),18,207184
Usher,Versus,2010-08-24,Love 'Em All,1,228413
Usher,Versus,2010-08-24,DJ Got Us Fallin' In Love (feat. Pitbull),2,220800
Usher,Versus,2010-08-24,Hot Tottie (feat. JAY-Z),3,299333
Usher,Versus,2010-08-24,Lay You Down,4,243800
Usher,Versus,2010-08-24,Lingerie,5,253093
Usher,Versus,2010-08-24,There Goes My Baby,6,281294
Usher,Versus,2010-08-24,Get In My Car (feat. Bun B),7,249186
Usher,Versus,2010-08-24,Somebody to Love (feat. Justin Bieber) - Remix,8,208626
Usher,Versus,2010-08-24,Stranger,9,288106
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Monstar,1,301520
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Hey Daddy (Daddy's Home),2,224093
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,There Goes My Baby,3,281293
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Lil Freak (feat. Nicki Minaj),4,234253
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,She Don't Know (feat. Ludacris),5,243133
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,OMG (feat. will.i.am),6,269493
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Mars vs. Venus,7,262493
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Pro Lover,8,302986
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Foolin' Around,9,251120
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Papers,10,261413
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,So Many Girls,11,276440
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Guilty (feat. T.I.),12,224080
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Okay,13,195133
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Making Love (Into the Night),14,216240
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Love 'Em All,15,228413
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,DJ Got Us Fallin' In Love (feat. Pitbull),16,220800
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Hot Tottie (feat. JAY-Z),17,299333
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Lay You Down,18,243800
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Lingerie,19,253093
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Get In My Car (feat. Bun B),20,249186
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Somebody to Love (feat. Justin Bieber) - Remix,21,208626
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Stranger,22,288106
Usher,Here I Stand,2008-05-27,Intro,1,87973
Usher,Here I Stand,2008-05-27,Love in This Club (feat. Young Jeezy),2,259719
Usher,Here I Stand,2008-05-27,This Ain't Sex,3,264706
Usher,Here I Stand,2008-05-27,Trading Places,4,268240
Usher,Here I Stand,2008-05-27,Moving Mountains,5,298053
Usher,Here I Stand,2008-05-27,What's Your Name (feat. will.i.am),6,238079
Usher,Here I Stand,2008-05-27,Prayer for You Interlude,7,103173
Usher,Here I Stand,2008-05-27,Something Special,8,237359
Usher,Here I Stand,2008-05-27,Love You Gently,9,219400
Usher,Here I Stand,2008-05-27,Best Thing (feat. JAY-Z),10,234679
Usher,Here I Stand,2008-05-27,Before I Met You,11,296733
Usher,Here I Stand,2008-05-27,His Mistakes,12,299173
Usher,Here I Stand,2008-05-27,Appetite,13,238893
Usher,Here I Stand,2008-05-27,What's a Man to Do,14,249719
Usher,Here I Stand,2008-05-27,Lifetime,15,276759
Usher,Here I Stand,2008-05-27,"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)",16,309026
Usher,Here I Stand,2008-05-27,Here I Stand,17,250333
Usher,Here I Stand,2008-05-27,Will Work for Love - f/k/a Hidden Bonus Track,18,196773
Missy Elliott,The Cookbook,2005-07-04,Joy (feat. Mike Jones),1,289773
Missy Elliott,The Cookbook,2005-07-04,Partytime,2,184160
Missy Elliott,The Cookbook,2005-07-04,Irresistible Delicious (feat. Slick Rick),3,255853
Missy Elliott,The Cookbook,2005-07-04,Lose Control (feat. Ciara & Fat Man Scoop),4,226863
Missy Elliott,The Cookbook,2005-07-04,My Struggles (feat. Mary J. Blige & Grand Puba),5,172186
Missy Elliott,The Cookbook,2005-07-04,Meltdown,6,256546
Missy Elliott,The Cookbook,2005-07-04,On & On,7,285760
Missy Elliott,The Cookbook,2005-07-04,We Run This - without Manicure Interlude,8,204461
Missy Elliott,The Cookbook,2005-07-04,Remember When,9,258813
Missy Elliott,The Cookbook,2005-07-04,4 My Man (feat. Fantasia),10,252560
Missy Elliott,The Cookbook,2005-07-04,Can't Stop,11,229066
Missy Elliott,The Cookbook,2005-07-04,Teary Eyed - without Mommy Interlude,12,210959
Missy Elliott,The Cookbook,2005-07-04,Mommy - with Mommy Interlude,13,188213
Missy Elliott,The Cookbook,2005-07-04,Click Clack,14,174653
Missy Elliott,The Cookbook,2005-07-04,Time and Time Again,15,229693
Missy Elliott,The Cookbook,2005-07-04,Bad Man (feat. Vybez Cartel & M.I.A.),16,312333
Missy Elliott,This Is Not a Test!,2003-11-01,Baby Girl Interlude / Intro (feat. Mary J. Blige),1,133200
Missy Elliott,This Is Not a Test!,2003-11-01,Bomb Intro / Pass That Dutch,2,217200
Missy Elliott,This Is Not a Test!,2003-11-01,Wake Up (feat. Jay-Z),3,245133
Missy Elliott,This Is Not a Test!,2003-11-01,Keep It Movin' (feat. Elephant Man),4,219426
Missy Elliott,This Is Not a Test!,2003-11-01,Is This Our Last Time (feat. Fabolous),5,325866
Missy Elliott,This Is Not a Test!,2003-11-01,Ragtime Interlude / I'm Really Hot,6,210706
Missy Elliott,This Is Not a Test!,2003-11-01,Dats What I'm Talkin About (feat. R. Kelly),7,288533
Missy Elliott,This Is Not a Test!,2003-11-01,Don't Be Cruel (feat. Monica and Beenie Man),8,273133
Missy Elliott,This Is Not a Test!,2003-11-01,Toyz Interlude / Toyz,9,171800
Missy Elliott,This Is Not a Test!,2003-11-01,Let It Bump,10,169866
Missy Elliott,This Is Not a Test!,2003-11-01,Pump It Up (feat. Nelly),11,185426
Missy Elliott,This Is Not a Test!,2003-11-01,It's Real,12,171733
Missy Elliott,This Is Not a Test!,2003-11-01,Let Me Fix My Weave,13,238840
Missy Elliott,This Is Not a Test!,2003-11-01,Spelling Bee Interlude / Spelling Bee,14,213826
Missy Elliott,This Is Not a Test!,2003-11-01,I'm Not Perfect (feat. The Clark Sisters),15,229600
Missy Elliott,This Is Not a Test!,2003-11-01,Outro (feat. Mary J. Blige),16,79240
Missy Elliott,Under Construction,2002-11-12,Intro / Go to the Floor,1,306333
Missy Elliott,Under Construction,2002-11-12,Bring the Pain (feat. Method Man),2,179493
Missy Elliott,Under Construction,2002-11-12,Gossip Folks (feat. Ludacris),3,234893
Missy Elliott,Under Construction,2002-11-12,Work It,4,263226
Missy Elliott,Under Construction,2002-11-12,Back in the Day (feat. Jay-Z),5,295973
Missy Elliott,Under Construction,2002-11-12,Funky Fresh Dressed (feat. Ms. Jade),6,236333
Missy Elliott,Under Construction,2002-11-12,Pussycat,7,272333
Missy Elliott,Under Construction,2002-11-12,Nothing out There for Me (feat. Beyoncé Knowles),8,185560
Missy Elliott,Under Construction,2002-11-12,Slide,9,223733
Missy Elliott,Under Construction,2002-11-12,Play That Beat,10,182906
Missy Elliott,Under Construction,2002-11-12,Ain't That Funny,11,168026
Missy Elliott,Under Construction,2002-11-12,Hot,12,248533
Missy Elliott,Under Construction,2002-11-12,Can You Hear Me (feat. TLC) - Edit,13,266600
Missy Elliott,Under Construction,2002-11-12,Work It (feat. 50 Cent) - Remix,14,304560
Missy Elliott,Miss E... So Addictive,2001-05-14,"...So Addictive (Intro) [feat. Charlene ""Tweet"" Keys]",1,54066
Missy Elliott,Miss E... So Addictive,2001-05-14,Dog in Heat (feat. Redman & Method Man),2,301733
Missy Elliott,Miss E... So Addictive,2001-05-14,One Minute Man (feat. Ludacris),3,252986
Missy Elliott,Miss E... So Addictive,2001-05-14,Lick Shots,4,230826
Missy Elliott,Miss E... So Addictive,2001-05-14,Get Ur Freak On,5,211120
Missy Elliott,Miss E... So Addictive,2001-05-14,Scream a.k.a. Itchin',6,239373
Missy Elliott,Miss E... So Addictive,2001-05-14,Old School Joint,7,239680
Missy Elliott,Miss E... So Addictive,2001-05-14,Take Away (feat. Ginuwine),8,299066
Missy Elliott,Miss E... So Addictive,2001-05-14,4 My People (feat. Eve),9,289373
Missy Elliott,Miss E... So Addictive,2001-05-14,Bus-A-Bus (feat. Busta Rhymes) - Interlude,10,70706
Missy Elliott,Miss E... So Addictive,2001-05-14,Watcha Gonna Do (feat. Timbaland),11,194893
Missy Elliott,Miss E... So Addictive,2001-05-14,Step Off,12,238106
Missy Elliott,Miss E... So Addictive,2001-05-14,X-tasy,13,215333
Missy Elliott,Miss E... So Addictive,2001-05-14,Slap! Slap! Slap! (feat. Da Brat & Jade),14,245466
Missy Elliott,Miss E... So Addictive,2001-05-14,I've Changed (feat. Lil' Mo) - Interlude,15,65866
Missy Elliott,Miss E... So Addictive,2001-05-14,One Minute Man (feat. Jay-Z) - Remix,16,275600
Missy Elliott,Miss E... So Addictive,2001-05-14,Higher Ground - Prelude,17,106906
Missy Elliott,Miss E... So Addictive,2001-05-14,"Higher Ground (feat. Yolanda Adams, Kim Burrell, Dorinda Clark, Karen Clark-Sheard & Mary Mary)",18,300506
Missy Elliott,Da Real World,1999,Mysterious (Intro),1,64893
Missy Elliott,Da Real World,1999,Beat Biters,2,263506
Missy Elliott,Da Real World,1999,Busa Rhyme (feat. Eminem),3,300800
Missy Elliott,Da Real World,1999,All N My Grill (feat. Big Boi of Outkast & Nicole),4,272000
Missy Elliott,Da Real World,1999,Dangerous Mouths,5,208800
Missy Elliott,Da Real World,1999,Hot Boyz,6,215466
Missy Elliott,Da Real World,1999,You Don't Know,7,288253
Missy Elliott,Da Real World,1999,Mr. DJ,8,270040
Missy Elliott,Da Real World,1999,Checkin' for You,9,128840
Missy Elliott,Da Real World,1999,Stickin' Chickens,10,294760
Missy Elliott,Da Real World,1999,Smooth Chick,11,257973
Missy Elliott,Da Real World,1999,We Did It,12,231026
Missy Elliott,Da Real World,1999,Throw Up Your Hands (Interlude),13,78066
Missy Elliott,Da Real World,1999,She's a Bitch,14,240880
Missy Elliott,Da Real World,1999,U Can't Resist (feat. Juvenile & B.G.),15,276600
Missy Elliott,Da Real World,1999,Crazy Feelings,16,274466
Missy Elliott,Da Real World,1999,Religious Blessings - Outro,17,39200
Missy Elliott,Supa Dupa Fly,1997,Busta's Intro (feat. Busta Rhymes),1,113600
Missy Elliott,Supa Dupa Fly,1997,Hit 'Em wit da Hee (feat. Lil' Kim),2,259973
Missy Elliott,Supa Dupa Fly,1997,Sock It 2 Me (feat. Da Brat),3,257466
Missy Elliott,Supa Dupa Fly,1997,The Rain (Supa Dupa Fly),4,251000
Missy Elliott,Supa Dupa Fly,1997,Beep Me 911 (feat. 702 & Magoo),5,297600
Missy Elliott,Supa Dupa Fly,1997,They Don't Wanna Fuck wit Me (feat. Timbaland),6,198226
Missy Elliott,Supa Dupa Fly,1997,Pass da Blunt (feat. Timbaland),7,197866
Missy Elliott,Supa Dupa Fly,1997,Bite Our Style (Interlude),8,43866
Missy Elliott,Supa Dupa Fly,1997,Friendly Skies (feat. Ginuwine),9,299866
Missy Elliott,Supa Dupa Fly,1997,Best Friends (feat. Aaliyah),10,247173
Missy Elliott,Supa Dupa Fly,1997,Don't Be Comin' (In My Face),11,251426
Missy Elliott,Supa Dupa Fly,1997,Izzy Izzy Ahh,12,234000
Missy Elliott,Supa Dupa Fly,1997,Why You Hurt Me,13,271173
Missy Elliott,Supa Dupa Fly,1997,I'm Talkin',14,302333
Missy Elliott,Supa Dupa Fly,1997,Gettaway (feat. Space & Nicole),15,265493
Missy Elliott,Supa Dupa Fly,1997,Busta's Outro (feat. Busta Rhymes),16,98200
Missy Elliott,Supa Dupa Fly,1997,Missy's Finale - Spoken Word,17,24373
Brandy,Christmas With Brandy,2023-11-10,Feels Different,1,176361
Brandy,Christmas With Brandy,2023-11-10,Somebody's Waiting,2,181720
Brandy,Christmas With Brandy,2023-11-10,Christmas Party for Two,3,234481
Brandy,Christmas With Brandy,2023-11-10,Have Yourself a Merry Little Christmas,4,212755
Brandy,Christmas With Brandy,2023-11-10,Santa Baby,5,211004
Brandy,Christmas With Brandy,2023-11-10,Christmas Gift (feat. Sy'Rai),6,252117
Brandy,Christmas With Brandy,2023-11-10,Shine Out Your Light,7,157883
Brandy,Christmas With Brandy,2023-11-10,The Christmas Song,8,190799
Brandy,Christmas With Brandy,2023-11-10,Someday At Christmas,9,176156
Brandy,Christmas With Brandy,2023-11-10,Jingle Bells,10,170807
Brandy,Christmas With Brandy,2023-11-10,Deck The Halls,11,148751
Brandy,Christmas With Brandy,2023-11-10,Christmas Everyday,12,206851
Brandy,b7,2020-07-31,Saving All My Love,1,282821
Brandy,b7,2020-07-31,Unconditional Oceans,2,232635
Brandy,b7,2020-07-31,Rather Be,3,170068
Brandy,b7,2020-07-31,"All My Life, Pt. 1",4,40896
Brandy,b7,2020-07-31,Lucid Dreams,5,221492
Brandy,b7,2020-07-31,Borderline,6,312459
Brandy,b7,2020-07-31,No Tomorrow,7,181842
Brandy,b7,2020-07-31,Say Something,8,184092
Brandy,b7,2020-07-31,"All My Life, Pt. 2",9,40496
Brandy,b7,2020-07-31,I Am More,10,195791
Brandy,b7,2020-07-31,High Heels,11,158278
Brandy,b7,2020-07-31,Baby Mama,12,194916
Brandy,b7,2020-07-31,"All My Life, Pt. 3",13,39176
Brandy,b7,2020-07-31,Love Again,14,214277
Brandy,b7,2020-07-31,Bye BiPolar,15,287000
Brandy,Two Eleven (Deluxe Version),2012-10-15,Intro,1,57226
Brandy,Two Eleven (Deluxe Version),2012-10-15,Wildest Dreams,2,265986
Brandy,Two Eleven (Deluxe Version),2012-10-15,So Sick,3,271280
Brandy,Two Eleven (Deluxe Version),2012-10-15,Slower,4,177160
Brandy,Two Eleven (Deluxe Version),2012-10-15,No Such Thing As Too Late,5,241666
Brandy,Two Eleven (Deluxe Version),2012-10-15,Let Me Go,6,197280
Brandy,Two Eleven (Deluxe Version),2012-10-15,Without You,7,252866
Brandy,Two Eleven (Deluxe Version),2012-10-15,Put It Down (feat. Chris Brown),8,246213
Brandy,Two Eleven (Deluxe Version),2012-10-15,Hardly Breathing,9,235213
Brandy,Two Eleven (Deluxe Version),2012-10-15,Do You Know What You Have,10,208720
Brandy,Two Eleven (Deluxe Version),2012-10-15,Scared Of Beautiful,11,226360
Brandy,Two Eleven (Deluxe Version),2012-10-15,Wish Your Love Away,12,199600
Brandy,Two Eleven (Deluxe Version),2012-10-15,Paint This House,13,239160
Brandy,Two Eleven (Deluxe Version),2012-10-15,Can You Hear Me Now,14,300920
Brandy,Two Eleven (Deluxe Version),2012-10-15,Music,15,259453
Brandy,Two Eleven (Deluxe Version),2012-10-15,What You Need,16,188720
Brandy,Two Eleven (Deluxe Version),2012-10-15,Outro,17,57293
Brandy,A Family Business,2011-07-26,Family Business,1,281586
Brandy,A Family Business,2011-07-26,Turnin' Me On,2,197733
Brandy,A Family Business,2011-07-26,Talk To Me,3,292120
Brandy,A Family Business,2011-07-26,My Family,4,202773
Brandy,A Family Business,2011-07-26,Lifeguard,5,239826
Brandy,A Family Business,2011-07-26,Ready to Roll (feat. TKO),6,256133
Brandy,A Family Business,2011-07-26,"Sonja, Sonya, Sonia",7,179546
Brandy,A Family Business,2011-07-26,Gone,8,263186
Brandy,A Family Business,2011-07-26,I Don't Care,9,199613
Brandy,A Family Business,2011-07-26,Home Grown,10,277960
Brandy,A Family Business,2011-07-26,Epilogue,11,61453
Brandy,Human,2008-12-09,Human Intro,1,19600
Brandy,Human,2008-12-09,The Definition,2,222906
Brandy,Human,2008-12-09,Warm It Up (With Love),3,239120
Brandy,Human,2008-12-09,Right Here (Departed),4,218146
Brandy,Human,2008-12-09,Piano Man,5,235720
Brandy,Human,2008-12-09,Long Distance Interlude,6,60066
Brandy,Human,2008-12-09,Long Distance,7,228693
Brandy,Human,2008-12-09,Camouflage,8,241906
Brandy,Human,2008-12-09,Torn Down,9,205240
Brandy,Human,2008-12-09,Human,10,230720
Brandy,Human,2008-12-09,Shattered Heart,11,229360
Brandy,Human,2008-12-09,True,12,221813
Brandy,Human,2008-12-09,A Capella (Something's Missing),13,211280
Brandy,Human,2008-12-09,1st & Love,14,200320
Brandy,Human,2008-12-09,Fall,15,263760
Brandy,Human,2008-12-09,Gonna Find My Love,16,210066
Brandy,Afrodisiac,2004,Who I Am,1,215693
Brandy,Afrodisiac,2004,Afrodisiac,2,228320
Brandy,Afrodisiac,2004,Who Is She 2 U - Recall Version,3,283280
Brandy,Afrodisiac,2004,Talk About Our Love (feat. Kanye West),4,214960
Brandy,Afrodisiac,2004,I Tried,5,285093
Brandy,Afrodisiac,2004,Where You Wanna Be,6,212626
Brandy,Afrodisiac,2004,Focus,7,247106
Brandy,Afrodisiac,2004,Sadiddy,8,240186
Brandy,Afrodisiac,2004,Turn It Up,9,252853
Brandy,Afrodisiac,2004,Necessary,10,239773
Brandy,Afrodisiac,2004,Say You Will,11,230506
Brandy,Afrodisiac,2004,Come as You Are,12,224413
Brandy,Afrodisiac,2004,Finally,13,233520
Brandy,Afrodisiac,2004,How I Feel,14,281280
Brandy,Afrodisiac,2004,Should I Go,15,297840
Brandy,Full Moon,2002-03-05,B Rocka Intro,1,79760
Brandy,Full Moon,2002-03-05,Full Moon,2,248933
Brandy,Full Moon,2002-03-05,I Thought,3,269666
Brandy,Full Moon,2002-03-05,When You Touch Me,4,342973
Brandy,Full Moon,2002-03-05,Like This,5,272626
Brandy,Full Moon,2002-03-05,All in Me,6,240066
Brandy,Full Moon,2002-03-05,Apart,7,267573
Brandy,Full Moon,2002-03-05,Can We,8,283560
Brandy,Full Moon,2002-03-05,What About Us?,9,253453
Brandy,Full Moon,2002-03-05,Anybody,10,295573
Brandy,Full Moon,2002-03-05,Nothing,11,288560
Brandy,Full Moon,2002-03-05,It's Not Worth It,12,263000
Brandy,Full Moon,2002-03-05,He Is,13,261133
Brandy,Full Moon,2002-03-05,Come a Little Closer,14,272266
Brandy,Full Moon,2002-03-05,Love Wouldn't Count Me Out,15,259306
Brandy,Full Moon,2002-03-05,WOW,16,252866
Brandy,Full Moon,2002-03-05,Another Day in Paradise - R&B-Version,17,271626
Brandy,Full Moon,2002-03-05,Full Moon - Cutfather & Joe Remix; Main,18,233986
Brandy,Never Say Never,1998-06-09,Intro,1,48973
Brandy,Never Say Never,1998-06-09,Angel in Disguise,2,288266
Brandy,Never Say Never,1998-06-09,The Boy Is Mine,3,294786
Brandy,Never Say Never,1998-06-09,Learn the Hard Way,4,290893
Brandy,Never Say Never,1998-06-09,Almost Doesn't Count,5,218466
Brandy,Never Say Never,1998-06-09,Top of the World (feat. Ma$e),6,281506
Brandy,Never Say Never,1998-06-09,U Don't Know Me (Like U Used To),7,267960
Brandy,Never Say Never,1998-06-09,Never Say Never,8,309466
Brandy,Never Say Never,1998-06-09,Truthfully,9,298760
Brandy,Never Say Never,1998-06-09,Have You Ever,10,273440
Brandy,Never Say Never,1998-06-09,Put That on Everything,11,290866
Brandy,Never Say Never,1998-06-09,In the Car Interlude,12,68133
Brandy,Never Say Never,1998-06-09,Happy,13,246200
Brandy,Never Say Never,1998-06-09,One Voice,14,248133
Brandy,Never Say Never,1998-06-09,Tomorrow,15,319493
Brandy,Never Say Never,1998-06-09,(Everything I Do) I Do It for You,16,250000
Brandy,Brandy,1994,Movin' On,1,267733
Brandy,Brandy,1994,Baby,2,313293
Brandy,Brandy,1994,Best Friend,3,288840
Brandy,Brandy,1994,I Wanna Be Down,4,291666
Brandy,Brandy,1994,I Dedicate (Pt. 1),5,89066
Brandy,Brandy,1994,Brokenhearted,6,352733
Brandy,Brandy,1994,I'm Yours,7,242173
Brandy,Brandy,1994,Sunny Day,8,269733
Brandy,Brandy,1994,As Long as You're Here,9,285666
Brandy,Brandy,1994,Always on My Mind,10,246266
Brandy,Brandy,1994,I Dedicate (Pt. 2),11,55360
Brandy,Brandy,1994,Love Is on My Side,12,310000
Brandy,Brandy,1994,Give Me You,13,266000
Brandy,Brandy,1994,I Dedicate (Pt. 3),14,61866
Mary J. Blige,Gratitude,2024-11-15,Breathing (feat. Fabolous),1,208600
Mary J. Blige,Gratitude,2024-11-15,Need You More (feat. Jadakiss),2,247066
Mary J. Blige,Gratitude,2024-11-15,Beautiful People,3,189706
Mary J. Blige,Gratitude,2024-11-15,You Ain't The Only One,4,168106
Mary J. Blige,Gratitude,2024-11-15,Never Give Up On Me,5,197000
Mary J. Blige,Gratitude,2024-11-15,Nobody But You,6,187640
Mary J. Blige,Gratitude,2024-11-15,Here I Am,7,173160
Mary J. Blige,Gratitude,2024-11-15,Don’t Fuck Up,8,174520
Mary J. Blige,Gratitude,2024-11-15,Superpowers,9,172173
Mary J. Blige,Gratitude,2024-11-15,Can’t Wait For You,10,211120
Mary J. Blige,Gratitude,2024-11-15,God's Child (feat. Fat Joe),11,255480
Mary J. Blige,Gratitude,2024-11-15,I Got Plans (feat. A$AP Ferg),12,299288
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Little Drummer Boy,1,250929
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Have Yourself A Merry Little Christmas,2,279463
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,My Favorite Things,3,232859
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,This Christmas,4,201372
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,The Christmas Song (Chestnuts Roasting On An Open Fire),5,236070
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,"Rudolph, The Red-Nosed Reindeer",6,150025
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,When You Wish Upon A Star,7,224588
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,"Mary, Did You Know",8,230651
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Do You Hear What I Hear?,9,262149
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Petit Papa Noël,10,240394
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,The First Noel,11,266662
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Noche De Paz (Silent Night),12,208920
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Winter Wonderland,13,168120
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Silent Night,14,250813
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,O Holy Night,15,236592
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Do You Hear What I Hear? - Solo Version,16,261008
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,No Idea,1,136596
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Love Will Never,2,209222
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Here With Me (feat. Anderson .Paak),3,139630
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Rent Money (feat. Dave East),4,229884
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Gone Forever (feat. Remy Ma & DJ Khaled),5,182349
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Amazing (feat. DJ Khaled),6,159305
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,GMG Interlude,7,71820
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Good Morning Gorgeous,8,174530
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Come See About Me,9,208204
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,On Top (feat. Fivio Foreign),10,167431
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Tough Love (feat. Moneybagg Yo),11,273793
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Love Without the Heartbreak,12,228249
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Failing in Love,13,198051
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Enough,14,185603
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Need Love (feat. Usher),15,184743
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Running (feat. Ne-Yo),16,258895
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Good Morning Gorgeous (feat. H.E.R.),17,174636
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Rent Money (feat. Jadakiss & Griselda),18,250556
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Come See About Me (feat. Fabolous),19,264845
Mary J. Blige,Good Morning Gorgeous,2022-02-11,No Idea,1,136596
Mary J. Blige,Good Morning Gorgeous,2022-02-11,Love Will Never,2,209222
Mary J. Blige,Good Morning Gorgeous,2022-02-11,Here With Me (feat. Anderson .Paak),3,139630
Mary J. Blige,Good Morning Gorgeous,2022-02-11,Rent Money (feat. Dave East),4,229884
Mary J. Blige,Good Morning Gorgeous,2022-02-11,Amazing (feat. DJ Khaled),5,159305
Mary J. Blige,Good Morning Gorgeous,2022-02-11,GMG Interlude,6,71820
