artist,album,release_date,track_name,track_number,duration_ms,duration_minutes,release_year
Brandy,Brandy,,Love Is on My Side,12,310000,5.17,
Brandy,Brandy,,Give Me You,13,266000,4.43,
Brandy,Brandy,,I Dedicate (Pt. 3),14,61866,1.03,
Mary J. Blige,Gratitude,2024-11-15,Breathing (feat. Fabolous),1,208600,3.48,2024.0
Mary J. Blige,Gratitude,2024-11-15,Need You More (feat. Jadakiss),2,247066,4.12,2024.0
Mary J. Blige,Gratitude,2024-11-15,Beautiful People,3,189706,3.16,2024.0
Mary J. Blige,Gratitude,2024-11-15,You Ain't The Only One,4,168106,2.8,2024.0
Mary J. Blige,Gratitude,2024-11-15,Never Give Up On Me,5,197000,3.28,2024.0
Mary J. Blige,Gratitude,2024-11-15,Nobody But You,6,187640,3.13,2024.0
Mary J. Blige,Gratitude,2024-11-15,Here I Am,7,173160,2.89,2024.0
Mary J. Blige,Gratitude,2024-11-15,Don’t Fuck Up,8,174520,2.91,2024.0
Mary J. Blige,Gratitude,2024-11-15,Superpowers,9,172173,2.87,2024.0
Mary J. Blige,Gratitude,2024-11-15,Can’t Wait For You,10,211120,3.52,2024.0
Mary J. Blige,Gratitude,2024-11-15,God's Child (feat. Fat Joe),11,255480,4.26,2024.0
Mary J. Blige,Gratitude,2024-11-15,I Got Plans (feat. A$AP Ferg),12,299288,4.99,2024.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Little Drummer Boy,1,250929,4.18,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Have Yourself A Merry Little Christmas,2,279463,4.66,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,My Favorite Things,3,232859,3.88,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,This Christmas,4,201372,3.36,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,The Christmas Song (Chestnuts Roasting On An Open Fire),5,236070,3.93,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,"Rudolph, The Red-Nosed Reindeer",6,150025,2.5,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,When You Wish Upon A Star,7,224588,3.74,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,"Mary, Did You Know",8,230651,3.84,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Do You Hear What I Hear?,9,262149,4.37,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Petit Papa Noël,10,240394,4.01,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,The First Noel,11,266662,4.44,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Noche De Paz (Silent Night),12,208920,3.48,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Winter Wonderland,13,168120,2.8,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Silent Night,14,250813,4.18,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,O Holy Night,15,236592,3.94,2023.0
Mary J. Blige,A Mary Christmas (Anniversary Edition),2023-10-06,Do You Hear What I Hear? - Solo Version,16,261008,4.35,2023.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,No Idea,1,136596,2.28,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Love Will Never,2,209222,3.49,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Here With Me (feat. Anderson .Paak),3,139630,2.33,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Rent Money (feat. Dave East),4,229884,3.83,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Gone Forever (feat. Remy Ma & DJ Khaled),5,182349,3.04,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Amazing (feat. DJ Khaled),6,159305,2.66,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,GMG Interlude,7,71820,1.2,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Good Morning Gorgeous,8,174530,2.91,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Come See About Me,9,208204,3.47,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,On Top (feat. Fivio Foreign),10,167431,2.79,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Tough Love (feat. Moneybagg Yo),11,273793,4.56,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Love Without the Heartbreak,12,228249,3.8,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Failing in Love,13,198051,3.3,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Enough,14,185603,3.09,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Need Love (feat. Usher),15,184743,3.08,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Running (feat. Ne-Yo),16,258895,4.31,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Good Morning Gorgeous (feat. H.E.R.),17,174636,2.91,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Rent Money (feat. Jadakiss & Griselda),18,250556,4.18,2022.0
Mary J. Blige,Good Morning Gorgeous (Deluxe),2022-05-06,Come See About Me (feat. Fabolous),19,264845,4.41,2022.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Intro - Commentary,1,29305,0.49,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Intro / Mary J. Blige / My Life,2,64102,1.07,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Mary Jane (All Night Long) - Commentary,3,73487,1.22,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Mary Jane (All Night Long),4,277082,4.62,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,You Bring Me Joy - Commentary,5,86046,1.43,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,You Bring Me Joy,6,253626,4.23,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Marvin Interlude - Commentary,7,53985,0.9,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Marvin Interlude,8,36040,0.6,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I'm The Only Woman - Commentary,9,132504,2.21,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I'm The Only Woman,10,270200,4.5,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,K. Murray Interlude - Commentary,11,27848,0.46,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,K. Murray Interlude,12,22866,0.38,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,My Life - Commentary,13,180441,3.01,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,My Life,14,257426,4.29,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,You Gotta Believe - Commentary,15,62065,1.03,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,You Gotta Believe,16,300624,5.01,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I Never Wanna Live Without You - Commentary,17,71603,1.19,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I Never Wanna Live Without You,18,374353,6.24,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I'm Goin' Down - Commentary,19,88743,1.48,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I'm Goin' Down,20,222333,3.71,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,My Life Interlude - Commentary,21,66411,1.11,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,My Life Interlude,22,75466,1.26,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Be With You - Commentary,23,73165,1.22,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Be With You,24,266426,4.44,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Mary's Joint - Commentary,25,87228,1.45,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Mary's Joint,26,300501,5.01,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Don't Go - Commentary,27,116670,1.94,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Don't Go,28,299401,4.99,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I Love You - Commentary,29,95002,1.58,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I Love You,30,271226,4.52,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,No One Else - Commentary,31,28693,0.48,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,No One Else,32,254973,4.25,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Be Happy - Commentary,33,51550,0.86,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Be Happy,34,349560,5.83,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Mary Jane (All Night Long) - Remix,35,331066,5.52,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I'm Goin' Down - Remix,36,230066,3.83,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,I Love You - Remix,37,363693,6.06,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Be Happy - Bad Boy Butter Remix,38,284133,4.74,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,Be Happy - Ron G Remix,39,222173,3.7,2020.0
Mary J. Blige,My Life (Deluxe / Commentary Edition),2020-11-11,(You Make Me Feel Like A) Natural Woman,40,180866,3.01,2020.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Love Yourself,1,298573,4.98,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Thick Of It,2,241920,4.03,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Set Me Free,3,209520,3.49,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,It's Me,4,270893,4.51,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Glow Up,5,246786,4.11,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,U + Me (Love Lesson),6,296800,4.95,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Indestructible,7,283786,4.73,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Thank You,8,245320,4.09,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Survivor,9,284640,4.74,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Find The Love,10,203773,3.4,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Smile,11,222013,3.7,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Telling The Truth,12,237080,3.95,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Strength Of A Woman,13,229146,3.82,2017.0
Mary J. Blige,Strength Of A Woman,2017-04-28,Hello Father,14,199146,3.32,2017.0
Mary J. Blige,The London Sessions,2014-11-28,Therapy,1,202726,3.38,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Doubt,2,239010,3.98,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Not Loving You,3,206774,3.45,2014.0
Mary J. Blige,The London Sessions,2014-11-28,When You're Gone,4,204016,3.4,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Right Now,5,229205,3.82,2014.0
Mary J. Blige,The London Sessions,2014-11-28,My Loving,6,265963,4.43,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Long Hard Look,7,216321,3.61,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Whole Damn Year,8,251809,4.2,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Pick Me Up,10,187132,3.12,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Follow,11,248173,4.14,2014.0
Mary J. Blige,The London Sessions,2014-11-28,Worth My Time,12,208351,3.47,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,A Night to Remember,1,254346,4.24,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Vegas Nights (feat. The-Dream),2,185626,3.09,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Moment of Love,3,247266,4.12,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,See That Boy Again (feat. Pharrell Williams),4,253013,4.22,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Wonderful,5,211720,3.53,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Kiss and Make Up,6,211280,3.52,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Cargo,7,182400,3.04,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Suitcase,8,228013,3.8,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,I Want You,9,375413,6.26,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Self Love,10,223440,3.72,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Power Back,11,236106,3.94,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,All Fun and Games,12,285706,4.76,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Better,13,246373,4.11,2014.0
Mary J. Blige,Think Like a Man Too (Music from and Inspired by the Film),2014-06-13,Propose,14,261293,4.35,2014.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Intro / My Life II...The Journey Continues / Mary J. Blige,1,76186,1.27,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Feel Inside,2,307693,5.13,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Midnight Drive,3,252026,4.2,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Next Level,4,253253,4.22,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Ain't Nobody,5,243440,4.06,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,25/8,6,235560,3.93,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Don't Mind,7,237293,3.95,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,No Condition,8,267000,4.45,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Mr. Wrong,9,241853,4.03,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Why,10,261573,4.36,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Love A Woman,11,271213,4.52,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Irreversible,12,233440,3.89,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Empty Prayers,13,195053,3.25,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Need Someone,14,234640,3.91,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,The Living Proof,15,351520,5.86,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Miss Me With That,16,254800,4.25,2011.0
Mary J. Blige,My Life II...The Journey Continues (Act 1) [Deluxe],2011-01-01,Someone To Love Me (Naked),17,212506,3.54,2011.0
