artist,album,release_date,track_name,track_number,duration_ms,duration_minutes,release_year
Usher,My Way (25th Anniversary Edition),2022-09-16,You Make Me Wanna... - Ryan James Carr Remake,11,182028,3.03,2022.0
Usher,My Way (25th Anniversary Edition),2022-09-16,Nice & Slow - Ryan James Carr Remake,12,192064,3.2,2022.0
Usher,My Way (25th Anniversary Edition),2022-09-16,My Way - Ryan James Carr Remake,13,212022,3.53,2022.0
Usher,My Way (25th Anniversary Edition),2022-09-16,You Make Me Wanna... - Ryan James Carr Remake - Instrumental,14,182028,3.03,2022.0
Usher,My Way (25th Anniversary Edition),2022-09-16,Nice & Slow - Ryan James Carr Remake - Instrumental,15,192071,3.2,2022.0
Usher,My Way (25th Anniversary Edition),2022-09-16,My Way - Ryan James Carr Remake - Instrumental,16,212002,3.53,2022.0
Usher,"""A""",2018-10-12,Stay At Home (feat. Future),1,207608,3.46,2018.0
Usher,"""A""",2018-10-12,ATA,2,187322,3.12,2018.0
Usher,"""A""",2018-10-12,Peace Sign,3,178034,2.97,2018.0
Usher,"""A""",2018-10-12,You Decide,4,212918,3.55,2018.0
Usher,"""A""",2018-10-12,Birthday,5,204658,3.41,2018.0
Usher,"""A""",2018-10-12,She Ain't Tell Ya,6,201862,3.36,2018.0
Usher,"""A""",2018-10-12,Say What U Want,7,219380,3.66,2018.0
Usher,"""A""",2018-10-12,Gift Shop (feat. Gunna),8,221454,3.69,2018.0
Usher,Hard II Love,2016-09-16,Need U,1,248098,4.13,2016.0
Usher,Hard II Love,2016-09-16,Missin U,2,249127,4.15,2016.0
Usher,Hard II Love,2016-09-16,No Limit (feat. Young Thug),3,228606,3.81,2016.0
Usher,Hard II Love,2016-09-16,Bump,4,247245,4.12,2016.0
Usher,Hard II Love,2016-09-16,Let Me,5,189687,3.16,2016.0
Usher,Hard II Love,2016-09-16,Downtime,6,208552,3.48,2016.0
Usher,Hard II Love,2016-09-16,Crash,7,211375,3.52,2016.0
Usher,Hard II Love,2016-09-16,Make U A Believer,8,246811,4.11,2016.0
Usher,Hard II Love,2016-09-16,Mind Of A Man,9,53915,0.9,2016.0
Usher,Hard II Love,2016-09-16,FWM,10,194905,3.25,2016.0
Usher,Hard II Love,2016-09-16,Rivals (feat. Future),11,229779,3.83,2016.0
Usher,Hard II Love,2016-09-16,Tell Me,12,509415,8.49,2016.0
Usher,Hard II Love,2016-09-16,Hard II Love,13,202937,3.38,2016.0
Usher,Hard II Love,2016-09-16,Stronger,14,240484,4.01,2016.0
Usher,Hard II Love,2016-09-16,"Champions (from the Motion Picture ""Hands Of Stone"")",15,317511,5.29,2016.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Can't Stop Won't Stop,1,230820,3.85,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Scream,2,234693,3.91,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Climax,3,232905,3.88,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,I Care For U,4,247772,4.13,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Show Me,5,223124,3.72,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Lemme See (feat. Rick Ross),6,252825,4.21,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Twisted (feat. Pharrell),7,223477,3.72,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Dive,8,226570,3.78,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,What Happened To U,9,261515,4.36,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Looking 4 Myself (feat. Luke Steele),10,251778,4.2,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Numb,11,225523,3.76,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Lessons For The Lover,12,307339,5.12,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Sins Of My Father,13,236475,3.94,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Euphoria,14,260448,4.34,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,I.F.U.,15,242276,4.04,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Say The Words,16,241000,4.02,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,2nd Round,17,201950,3.37,2012.0
Usher,Looking 4 Myself (Expanded Edition),2012-06-12,Hot Thing (feat. A$AP Rocky),18,207184,3.45,2012.0
Usher,Versus,2010-08-24,Love 'Em All,1,228413,3.81,2010.0
Usher,Versus,2010-08-24,DJ Got Us Fallin' In Love (feat. Pitbull),2,220800,3.68,2010.0
Usher,Versus,2010-08-24,Hot Tottie (feat. JAY-Z),3,299333,4.99,2010.0
Usher,Versus,2010-08-24,Lay You Down,4,243800,4.06,2010.0
Usher,Versus,2010-08-24,Lingerie,5,253093,4.22,2010.0
Usher,Versus,2010-08-24,There Goes My Baby,6,281294,4.69,2010.0
Usher,Versus,2010-08-24,Get In My Car (feat. Bun B),7,249186,4.15,2010.0
Usher,Versus,2010-08-24,Somebody to Love (feat. Justin Bieber) - Remix,8,208626,3.48,2010.0
Usher,Versus,2010-08-24,Stranger,9,288106,4.8,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Monstar,1,301520,5.03,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Hey Daddy (Daddy's Home),2,224093,3.73,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Lil Freak (feat. Nicki Minaj),4,234253,3.9,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,She Don't Know (feat. Ludacris),5,243133,4.05,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,OMG (feat. will.i.am),6,269493,4.49,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Mars vs. Venus,7,262493,4.37,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Pro Lover,8,302986,5.05,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Foolin' Around,9,251120,4.19,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Papers,10,261413,4.36,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,So Many Girls,11,276440,4.61,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Guilty (feat. T.I.),12,224080,3.73,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Okay,13,195133,3.25,2010.0
Usher,Raymond v Raymond (Expanded Edition),2010-03-30,Making Love (Into the Night),14,216240,3.6,2010.0
Usher,Here I Stand,2008-05-27,Love in This Club (feat. Young Jeezy),2,259719,4.33,2008.0
Usher,Here I Stand,2008-05-27,This Ain't Sex,3,264706,4.41,2008.0
Usher,Here I Stand,2008-05-27,Trading Places,4,268240,4.47,2008.0
Usher,Here I Stand,2008-05-27,Moving Mountains,5,298053,4.97,2008.0
Usher,Here I Stand,2008-05-27,What's Your Name (feat. will.i.am),6,238079,3.97,2008.0
Usher,Here I Stand,2008-05-27,Prayer for You Interlude,7,103173,1.72,2008.0
Usher,Here I Stand,2008-05-27,Something Special,8,237359,3.96,2008.0
Usher,Here I Stand,2008-05-27,Love You Gently,9,219400,3.66,2008.0
Usher,Here I Stand,2008-05-27,Best Thing (feat. JAY-Z),10,234679,3.91,2008.0
Usher,Here I Stand,2008-05-27,Before I Met You,11,296733,4.95,2008.0
Usher,Here I Stand,2008-05-27,His Mistakes,12,299173,4.99,2008.0
Usher,Here I Stand,2008-05-27,Appetite,13,238893,3.98,2008.0
Usher,Here I Stand,2008-05-27,What's a Man to Do,14,249719,4.16,2008.0
Usher,Here I Stand,2008-05-27,Lifetime,15,276759,4.61,2008.0
Usher,Here I Stand,2008-05-27,"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)",16,309026,5.15,2008.0
Usher,Here I Stand,2008-05-27,Here I Stand,17,250333,4.17,2008.0
Usher,Here I Stand,2008-05-27,Will Work for Love - f/k/a Hidden Bonus Track,18,196773,3.28,2008.0
Missy Elliott,The Cookbook,2005-07-04,Joy (feat. Mike Jones),1,289773,4.83,2005.0
Missy Elliott,The Cookbook,2005-07-04,Partytime,2,184160,3.07,2005.0
Missy Elliott,The Cookbook,2005-07-04,Irresistible Delicious (feat. Slick Rick),3,255853,4.26,2005.0
Missy Elliott,The Cookbook,2005-07-04,Lose Control (feat. Ciara & Fat Man Scoop),4,226863,3.78,2005.0
Missy Elliott,The Cookbook,2005-07-04,My Struggles (feat. Mary J. Blige & Grand Puba),5,172186,2.87,2005.0
Missy Elliott,The Cookbook,2005-07-04,Meltdown,6,256546,4.28,2005.0
Missy Elliott,The Cookbook,2005-07-04,On & On,7,285760,4.76,2005.0
Missy Elliott,The Cookbook,2005-07-04,We Run This - without Manicure Interlude,8,204461,3.41,2005.0
Missy Elliott,The Cookbook,2005-07-04,Remember When,9,258813,4.31,2005.0
Missy Elliott,The Cookbook,2005-07-04,4 My Man (feat. Fantasia),10,252560,4.21,2005.0
Missy Elliott,The Cookbook,2005-07-04,Can't Stop,11,229066,3.82,2005.0
Missy Elliott,The Cookbook,2005-07-04,Teary Eyed - without Mommy Interlude,12,210959,3.52,2005.0
Missy Elliott,The Cookbook,2005-07-04,Mommy - with Mommy Interlude,13,188213,3.14,2005.0
Missy Elliott,The Cookbook,2005-07-04,Click Clack,14,174653,2.91,2005.0
Missy Elliott,The Cookbook,2005-07-04,Time and Time Again,15,229693,3.83,2005.0
Missy Elliott,The Cookbook,2005-07-04,Bad Man (feat. Vybez Cartel & M.I.A.),16,312333,5.21,2005.0
Missy Elliott,This Is Not a Test!,2003-11-01,Baby Girl Interlude / Intro (feat. Mary J. Blige),1,133200,2.22,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Bomb Intro / Pass That Dutch,2,217200,3.62,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Wake Up (feat. Jay-Z),3,245133,4.09,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Keep It Movin' (feat. Elephant Man),4,219426,3.66,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Is This Our Last Time (feat. Fabolous),5,325866,5.43,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Ragtime Interlude / I'm Really Hot,6,210706,3.51,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Dats What I'm Talkin About (feat. R. Kelly),7,288533,4.81,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Don't Be Cruel (feat. Monica and Beenie Man),8,273133,4.55,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Toyz Interlude / Toyz,9,171800,2.86,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Let It Bump,10,169866,2.83,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Pump It Up (feat. Nelly),11,185426,3.09,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,It's Real,12,171733,2.86,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Let Me Fix My Weave,13,238840,3.98,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Spelling Bee Interlude / Spelling Bee,14,213826,3.56,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,I'm Not Perfect (feat. The Clark Sisters),15,229600,3.83,2003.0
Missy Elliott,This Is Not a Test!,2003-11-01,Outro (feat. Mary J. Blige),16,79240,1.32,2003.0
Missy Elliott,Under Construction,2002-11-12,Intro / Go to the Floor,1,306333,5.11,2002.0
Missy Elliott,Under Construction,2002-11-12,Bring the Pain (feat. Method Man),2,179493,2.99,2002.0
Missy Elliott,Under Construction,2002-11-12,Gossip Folks (feat. Ludacris),3,234893,3.91,2002.0
Missy Elliott,Under Construction,2002-11-12,Work It,4,263226,4.39,2002.0
Missy Elliott,Under Construction,2002-11-12,Back in the Day (feat. Jay-Z),5,295973,4.93,2002.0
Missy Elliott,Under Construction,2002-11-12,Funky Fresh Dressed (feat. Ms. Jade),6,236333,3.94,2002.0
Missy Elliott,Under Construction,2002-11-12,Pussycat,7,272333,4.54,2002.0
Missy Elliott,Under Construction,2002-11-12,Nothing out There for Me (feat. Beyoncé Knowles),8,185560,3.09,2002.0
Missy Elliott,Under Construction,2002-11-12,Slide,9,223733,3.73,2002.0
Missy Elliott,Under Construction,2002-11-12,Play That Beat,10,182906,3.05,2002.0
Missy Elliott,Under Construction,2002-11-12,Ain't That Funny,11,168026,2.8,2002.0
Missy Elliott,Under Construction,2002-11-12,Hot,12,248533,4.14,2002.0
Missy Elliott,Under Construction,2002-11-12,Can You Hear Me (feat. TLC) - Edit,13,266600,4.44,2002.0
Missy Elliott,Under Construction,2002-11-12,Work It (feat. 50 Cent) - Remix,14,304560,5.08,2002.0
Missy Elliott,Miss E... So Addictive,2001-05-14,"...So Addictive (Intro) [feat. Charlene ""Tweet"" Keys]",1,54066,0.9,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Dog in Heat (feat. Redman & Method Man),2,301733,5.03,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,One Minute Man (feat. Ludacris),3,252986,4.22,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Lick Shots,4,230826,3.85,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Get Ur Freak On,5,211120,3.52,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Scream a.k.a. Itchin',6,239373,3.99,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Old School Joint,7,239680,3.99,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Take Away (feat. Ginuwine),8,299066,4.98,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,4 My People (feat. Eve),9,289373,4.82,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Bus-A-Bus (feat. Busta Rhymes) - Interlude,10,70706,1.18,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Watcha Gonna Do (feat. Timbaland),11,194893,3.25,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Step Off,12,238106,3.97,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,X-tasy,13,215333,3.59,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Slap! Slap! Slap! (feat. Da Brat & Jade),14,245466,4.09,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,I've Changed (feat. Lil' Mo) - Interlude,15,65866,1.1,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,One Minute Man (feat. Jay-Z) - Remix,16,275600,4.59,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,Higher Ground - Prelude,17,106906,1.78,2001.0
Missy Elliott,Miss E... So Addictive,2001-05-14,"Higher Ground (feat. Yolanda Adams, Kim Burrell, Dorinda Clark, Karen Clark-Sheard & Mary Mary)",18,300506,5.01,2001.0
Missy Elliott,Da Real World,,Mysterious (Intro),1,64893,1.08,
Missy Elliott,Da Real World,,Beat Biters,2,263506,4.39,
Missy Elliott,Da Real World,,Busa Rhyme (feat. Eminem),3,300800,5.01,
Missy Elliott,Da Real World,,All N My Grill (feat. Big Boi of Outkast & Nicole),4,272000,4.53,
Missy Elliott,Da Real World,,Dangerous Mouths,5,208800,3.48,
Missy Elliott,Da Real World,,Hot Boyz,6,215466,3.59,
Missy Elliott,Da Real World,,You Don't Know,7,288253,4.8,
Missy Elliott,Da Real World,,Mr. DJ,8,270040,4.5,
Missy Elliott,Da Real World,,Checkin' for You,9,128840,2.15,
Missy Elliott,Da Real World,,Stickin' Chickens,10,294760,4.91,
Missy Elliott,Da Real World,,Smooth Chick,11,257973,4.3,
Missy Elliott,Da Real World,,We Did It,12,231026,3.85,
Missy Elliott,Da Real World,,Throw Up Your Hands (Interlude),13,78066,1.3,
Missy Elliott,Da Real World,,She's a Bitch,14,240880,4.01,
Missy Elliott,Da Real World,,U Can't Resist (feat. Juvenile & B.G.),15,276600,4.61,
Missy Elliott,Da Real World,,Crazy Feelings,16,274466,4.57,
Missy Elliott,Da Real World,,Religious Blessings - Outro,17,39200,0.65,
Missy Elliott,Supa Dupa Fly,,Busta's Intro (feat. Busta Rhymes),1,113600,1.89,
Missy Elliott,Supa Dupa Fly,,Hit 'Em wit da Hee (feat. Lil' Kim),2,259973,4.33,
Missy Elliott,Supa Dupa Fly,,Sock It 2 Me (feat. Da Brat),3,257466,4.29,
Missy Elliott,Supa Dupa Fly,,The Rain (Supa Dupa Fly),4,251000,4.18,
Missy Elliott,Supa Dupa Fly,,Beep Me 911 (feat. 702 & Magoo),5,297600,4.96,
Missy Elliott,Supa Dupa Fly,,They Don't Wanna Fuck wit Me (feat. Timbaland),6,198226,3.3,
Missy Elliott,Supa Dupa Fly,,Pass da Blunt (feat. Timbaland),7,197866,3.3,
Missy Elliott,Supa Dupa Fly,,Bite Our Style (Interlude),8,43866,0.73,
Missy Elliott,Supa Dupa Fly,,Friendly Skies (feat. Ginuwine),9,299866,5.0,
Missy Elliott,Supa Dupa Fly,,Best Friends (feat. Aaliyah),10,247173,4.12,
Missy Elliott,Supa Dupa Fly,,Don't Be Comin' (In My Face),11,251426,4.19,
Missy Elliott,Supa Dupa Fly,,Izzy Izzy Ahh,12,234000,3.9,
Missy Elliott,Supa Dupa Fly,,Why You Hurt Me,13,271173,4.52,
Missy Elliott,Supa Dupa Fly,,I'm Talkin',14,302333,5.04,
Missy Elliott,Supa Dupa Fly,,Gettaway (feat. Space & Nicole),15,265493,4.42,
Missy Elliott,Supa Dupa Fly,,Busta's Outro (feat. Busta Rhymes),16,98200,1.64,
Missy Elliott,Supa Dupa Fly,,Missy's Finale - Spoken Word,17,24373,0.41,
Brandy,Christmas With Brandy,2023-11-10,Feels Different,1,176361,2.94,2023.0
Brandy,Christmas With Brandy,2023-11-10,Somebody's Waiting,2,181720,3.03,2023.0
Brandy,Christmas With Brandy,2023-11-10,Christmas Party for Two,3,234481,3.91,2023.0
Brandy,Christmas With Brandy,2023-11-10,Have Yourself a Merry Little Christmas,4,212755,3.55,2023.0
Brandy,Christmas With Brandy,2023-11-10,Santa Baby,5,211004,3.52,2023.0
Brandy,Christmas With Brandy,2023-11-10,Christmas Gift (feat. Sy'Rai),6,252117,4.2,2023.0
Brandy,Christmas With Brandy,2023-11-10,Shine Out Your Light,7,157883,2.63,2023.0
Brandy,Christmas With Brandy,2023-11-10,The Christmas Song,8,190799,3.18,2023.0
Brandy,Christmas With Brandy,2023-11-10,Someday At Christmas,9,176156,2.94,2023.0
Brandy,Christmas With Brandy,2023-11-10,Jingle Bells,10,170807,2.85,2023.0
Brandy,Christmas With Brandy,2023-11-10,Deck The Halls,11,148751,2.48,2023.0
Brandy,Christmas With Brandy,2023-11-10,Christmas Everyday,12,206851,3.45,2023.0
Brandy,b7,2020-07-31,Saving All My Love,1,282821,4.71,2020.0
Brandy,b7,2020-07-31,Unconditional Oceans,2,232635,3.88,2020.0
Brandy,b7,2020-07-31,Rather Be,3,170068,2.83,2020.0
Brandy,b7,2020-07-31,"All My Life, Pt. 1",4,40896,0.68,2020.0
Brandy,b7,2020-07-31,Lucid Dreams,5,221492,3.69,2020.0
Brandy,b7,2020-07-31,Borderline,6,312459,5.21,2020.0
Brandy,b7,2020-07-31,No Tomorrow,7,181842,3.03,2020.0
Brandy,b7,2020-07-31,Say Something,8,184092,3.07,2020.0
Brandy,b7,2020-07-31,"All My Life, Pt. 2",9,40496,0.67,2020.0
Brandy,b7,2020-07-31,I Am More,10,195791,3.26,2020.0
Brandy,b7,2020-07-31,High Heels,11,158278,2.64,2020.0
Brandy,b7,2020-07-31,Baby Mama,12,194916,3.25,2020.0
Brandy,b7,2020-07-31,"All My Life, Pt. 3",13,39176,0.65,2020.0
Brandy,b7,2020-07-31,Love Again,14,214277,3.57,2020.0
Brandy,b7,2020-07-31,Bye BiPolar,15,287000,4.78,2020.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Intro,1,57226,0.95,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Wildest Dreams,2,265986,4.43,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,So Sick,3,271280,4.52,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Slower,4,177160,2.95,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,No Such Thing As Too Late,5,241666,4.03,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Let Me Go,6,197280,3.29,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Without You,7,252866,4.21,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Put It Down (feat. Chris Brown),8,246213,4.1,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Hardly Breathing,9,235213,3.92,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Do You Know What You Have,10,208720,3.48,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Scared Of Beautiful,11,226360,3.77,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Wish Your Love Away,12,199600,3.33,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Paint This House,13,239160,3.99,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Can You Hear Me Now,14,300920,5.02,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Music,15,259453,4.32,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,What You Need,16,188720,3.15,2012.0
Brandy,Two Eleven (Deluxe Version),2012-10-15,Outro,17,57293,0.95,2012.0
Brandy,A Family Business,2011-07-26,Family Business,1,281586,4.69,2011.0
Brandy,A Family Business,2011-07-26,Turnin' Me On,2,197733,3.3,2011.0
Brandy,A Family Business,2011-07-26,Talk To Me,3,292120,4.87,2011.0
Brandy,A Family Business,2011-07-26,My Family,4,202773,3.38,2011.0
Brandy,A Family Business,2011-07-26,Lifeguard,5,239826,4.0,2011.0
Brandy,A Family Business,2011-07-26,Ready to Roll (feat. TKO),6,256133,4.27,2011.0
Brandy,A Family Business,2011-07-26,"Sonja, Sonya, Sonia",7,179546,2.99,2011.0
Brandy,A Family Business,2011-07-26,Gone,8,263186,4.39,2011.0
Brandy,A Family Business,2011-07-26,I Don't Care,9,199613,3.33,2011.0
Brandy,A Family Business,2011-07-26,Home Grown,10,277960,4.63,2011.0
Brandy,A Family Business,2011-07-26,Epilogue,11,61453,1.02,2011.0
Brandy,Human,2008-12-09,Human Intro,1,19600,0.33,2008.0
Brandy,Human,2008-12-09,The Definition,2,222906,3.72,2008.0
Brandy,Human,2008-12-09,Warm It Up (With Love),3,239120,3.99,2008.0
Brandy,Human,2008-12-09,Right Here (Departed),4,218146,3.64,2008.0
Brandy,Human,2008-12-09,Piano Man,5,235720,3.93,2008.0
Brandy,Human,2008-12-09,Long Distance Interlude,6,60066,1.0,2008.0
Brandy,Human,2008-12-09,Long Distance,7,228693,3.81,2008.0
Brandy,Human,2008-12-09,Camouflage,8,241906,4.03,2008.0
Brandy,Human,2008-12-09,Torn Down,9,205240,3.42,2008.0
Brandy,Human,2008-12-09,Human,10,230720,3.85,2008.0
Brandy,Human,2008-12-09,Shattered Heart,11,229360,3.82,2008.0
Brandy,Human,2008-12-09,True,12,221813,3.7,2008.0
Brandy,Human,2008-12-09,A Capella (Something's Missing),13,211280,3.52,2008.0
Brandy,Human,2008-12-09,1st & Love,14,200320,3.34,2008.0
Brandy,Human,2008-12-09,Fall,15,263760,4.4,2008.0
Brandy,Human,2008-12-09,Gonna Find My Love,16,210066,3.5,2008.0
Brandy,Afrodisiac,,Who I Am,1,215693,3.59,
Brandy,Afrodisiac,,Afrodisiac,2,228320,3.81,
Brandy,Afrodisiac,,Who Is She 2 U - Recall Version,3,283280,4.72,
Brandy,Afrodisiac,,Talk About Our Love (feat. Kanye West),4,214960,3.58,
Brandy,Afrodisiac,,I Tried,5,285093,4.75,
Brandy,Afrodisiac,,Where You Wanna Be,6,212626,3.54,
Brandy,Afrodisiac,,Focus,7,247106,4.12,
Brandy,Afrodisiac,,Sadiddy,8,240186,4.0,
Brandy,Afrodisiac,,Turn It Up,9,252853,4.21,
Brandy,Afrodisiac,,Necessary,10,239773,4.0,
Brandy,Afrodisiac,,Say You Will,11,230506,3.84,
Brandy,Afrodisiac,,Come as You Are,12,224413,3.74,
Brandy,Afrodisiac,,Finally,13,233520,3.89,
Brandy,Afrodisiac,,How I Feel,14,281280,4.69,
Brandy,Afrodisiac,,Should I Go,15,297840,4.96,
Brandy,Full Moon,2002-03-05,B Rocka Intro,1,79760,1.33,2002.0
Brandy,Full Moon,2002-03-05,Full Moon,2,248933,4.15,2002.0
Brandy,Full Moon,2002-03-05,I Thought,3,269666,4.49,2002.0
Brandy,Full Moon,2002-03-05,When You Touch Me,4,342973,5.72,2002.0
Brandy,Full Moon,2002-03-05,Like This,5,272626,4.54,2002.0
Brandy,Full Moon,2002-03-05,All in Me,6,240066,4.0,2002.0
Brandy,Full Moon,2002-03-05,Apart,7,267573,4.46,2002.0
Brandy,Full Moon,2002-03-05,Can We,8,283560,4.73,2002.0
Brandy,Full Moon,2002-03-05,What About Us?,9,253453,4.22,2002.0
Brandy,Full Moon,2002-03-05,Anybody,10,295573,4.93,2002.0
Brandy,Full Moon,2002-03-05,Nothing,11,288560,4.81,2002.0
Brandy,Full Moon,2002-03-05,It's Not Worth It,12,263000,4.38,2002.0
Brandy,Full Moon,2002-03-05,He Is,13,261133,4.35,2002.0
Brandy,Full Moon,2002-03-05,Come a Little Closer,14,272266,4.54,2002.0
Brandy,Full Moon,2002-03-05,Love Wouldn't Count Me Out,15,259306,4.32,2002.0
Brandy,Full Moon,2002-03-05,WOW,16,252866,4.21,2002.0
Brandy,Full Moon,2002-03-05,Another Day in Paradise - R&B-Version,17,271626,4.53,2002.0
Brandy,Full Moon,2002-03-05,Full Moon - Cutfather & Joe Remix; Main,18,233986,3.9,2002.0
Brandy,Never Say Never,1998-06-09,Angel in Disguise,2,288266,4.8,1998.0
Brandy,Never Say Never,1998-06-09,The Boy Is Mine,3,294786,4.91,1998.0
Brandy,Never Say Never,1998-06-09,Learn the Hard Way,4,290893,4.85,1998.0
Brandy,Never Say Never,1998-06-09,Almost Doesn't Count,5,218466,3.64,1998.0
Brandy,Never Say Never,1998-06-09,Top of the World (feat. Ma$e),6,281506,4.69,1998.0
Brandy,Never Say Never,1998-06-09,U Don't Know Me (Like U Used To),7,267960,4.47,1998.0
Brandy,Never Say Never,1998-06-09,Never Say Never,8,309466,5.16,1998.0
Brandy,Never Say Never,1998-06-09,Truthfully,9,298760,4.98,1998.0
Brandy,Never Say Never,1998-06-09,Have You Ever,10,273440,4.56,1998.0
Brandy,Never Say Never,1998-06-09,Put That on Everything,11,290866,4.85,1998.0
Brandy,Never Say Never,1998-06-09,In the Car Interlude,12,68133,1.14,1998.0
Brandy,Never Say Never,1998-06-09,Happy,13,246200,4.1,1998.0
Brandy,Never Say Never,1998-06-09,One Voice,14,248133,4.14,1998.0
Brandy,Never Say Never,1998-06-09,Tomorrow,15,319493,5.32,1998.0
Brandy,Never Say Never,1998-06-09,(Everything I Do) I Do It for You,16,250000,4.17,1998.0
Brandy,Brandy,,Movin' On,1,267733,4.46,
Brandy,Brandy,,Baby,2,313293,5.22,
Brandy,Brandy,,Best Friend,3,288840,4.81,
Brandy,Brandy,,I Wanna Be Down,4,291666,4.86,
Brandy,Brandy,,I Dedicate (Pt. 1),5,89066,1.48,
Brandy,Brandy,,Brokenhearted,6,352733,5.88,
Brandy,Brandy,,I'm Yours,7,242173,4.04,
Brandy,Brandy,,Sunny Day,8,269733,4.5,
Brandy,Brandy,,As Long as You're Here,9,285666,4.76,
Brandy,Brandy,,Always on My Mind,10,246266,4.1,
Brandy,Brandy,,I Dedicate (Pt. 2),11,55360,0.92,
